customer_id,home_store,customer_name,customer_email,customer_since,loyalty_card_number,birthdate,gender,birth_year
280,3,Perry Goodwin,Magee@tincidunt.org,2/12/2019,680-768-2421,11/13/1997,M,1997
281,3,Bernard Benton,Donna@leo.org,2/15/2019,171-977-6356,1/14/1998,M,1998
282,3,Henry Clayton,Sybil@felis.us,2/18/2019,207-938-8688,3/17/1998,M,1998
283,3,Stewart Horn,Hermione@semper.net,2/21/2019,659-205-1456,5/18/1998,M,1998
284,3,Yuli Colon,Ishmael@Pellentesque.edu,2/23/2019,683-787-4693,7/19/1998,M,1998
285,3,Tate Rutledge,Talon@faucibus.com,2/26/2019,684-542-3014,9/20/1998,M,1998
286,3,Josiah Rosales,Blake@porttitor.us,3/1/2019,902-338-0886,11/21/1998,M,1998
287,3,Brody Slater,Tucker@lectus.us,3/4/2019,460-862-1550,1/22/1999,M,1999
288,3,Seth Rutledge,Odysseus@sociis.org,3/6/2019,288-276-8230,3/25/1999,M,1999
289,3,Gregory Hardy,Tanek@ad.net,3/9/2019,514-395-6838,5/26/1999,M,1999
290,3,Ferris Horn,Porter@laoreet.edu,3/12/2019,408-623-8368,7/27/1999,M,1999
291,3,Samuel Callahan,Karina@nulla.us,3/15/2019,551-765-5781,9/27/1999,M,1999
292,3,Eric Richmond,Raja@porttitor.net,3/17/2019,533-334-5928,11/28/1999,M,1999
293,3,Roth Mccall,Carl@lectus.org,3/20/2019,530-812-8258,1/30/2000,M,2000
294,3,Ciaran English,Craig@rhoncus.net,3/23/2019,860-578-2850,4/1/2000,M,2000
295,3,Russell Oneill,Amy@a.us,3/26/2019,188-351-4268,6/2/2000,M,2000
296,3,Ronan Bryant,Amal@egestas.com,3/28/2019,339-324-1083,8/3/2000,M,2000
297,3,Bruno Alston,Illiana@mauris.org,3/31/2019,409-606-8550,10/4/2000,M,2000
298,3,Isaac Delacruz,Bree@orci.us,4/3/2019,159-606-1498,12/5/2000,M,2000
299,3,Carter Kelly,Isaiah@Cum.us,4/6/2019,385-710-8133,2/5/2001,M,2001
300,3,Donovan Reeves,Rhonda@scelerisque.org,4/9/2019,971-834-8561,4/9/2001,M,2001
301,3,Alika Rivas,Yoshi@aliquam.us,1/4/2017,021-443-0682,5/13/1950,F,1950
302,3,Sacha Wall,Yvette@erat.org,1/6/2017,433-102-9277,6/29/1950,F,1950
303,3,Raya Hampton,Martina@malesuada.com,1/8/2017,478-762-8984,8/14/1950,F,1950
304,3,Belle Reyes,Sierra@sodales.net,1/10/2017,930-000-5889,9/30/1950,F,1950
305,3,Brooke Munoz,William@montes.com,1/12/2017,573-552-0754,11/16/1950,F,1950
306,3,Tanisha Wolf,Clinton@varius.edu,1/14/2017,369-236-7140,1/1/1951,F,1951
307,3,Quintessa Franklin,Audrey@mattis.net,1/16/2017,977-781-3835,2/17/1951,F,1951
308,3,Charissa Cobb,Regan@Vivamus.net,1/18/2017,618-483-1616,4/4/1951,F,1951
309,3,Susan Mathis,Cody@tincidunt.edu,1/20/2017,726-654-4316,5/21/1951,F,1951
310,3,Cynthia Hurley,Miriam@arcu.edu,1/22/2017,305-573-4564,7/7/1951,F,1951
311,3,Melodie Dawson,Stacey@nostra.us,1/24/2017,694-557-8383,8/22/1951,F,1951
312,3,Charlotte Webb,Phelan@rutrum.org,1/26/2017,542-155-7242,10/8/1951,F,1951
313,3,Melyssa Jones,Delilah@Duis.edu,1/28/2017,023-851-0936,11/23/1951,F,1951
314,3,Yuri Jacobson,Shea@ante.gov,1/30/2017,371-921-0474,1/9/1952,F,1952
315,3,Kellie Barton,Hyacinth@urna.edu,2/2/2017,236-217-0356,2/25/1952,F,1952
316,3,Camille Glass,Hedley@adipiscing.gov,2/4/2017,448-528-3198,4/11/1952,F,1952
317,3,Reagan Roberts,Echo@Integer.edu,2/6/2017,324-062-4567,5/28/1952,F,1952
318,3,Chelsea Bray,Willow@sem.net,2/8/2017,288-181-8604,7/13/1952,F,1952
319,3,Lesley Benson,Laura@eleifend.net,2/10/2017,685-365-3310,8/29/1952,F,1952
320,3,Denise Matthews,Hannah@facilisis.org,2/12/2017,212-992-5826,10/15/1952,F,1952
321,3,Lillith Lucas,Ulric@varius.com,2/14/2017,365-702-7433,11/30/1952,F,1952
322,3,Brittany Bradshaw,Rina@Duis.us,2/16/2017,927-758-6053,1/16/1953,F,1953
323,3,Cecilia Davidson,Donovan@posuere.org,2/18/2017,764-601-4599,3/3/1953,F,1953
324,3,Emma Cunningham,Yetta@augue.org,2/20/2017,495-345-8164,4/19/1953,F,1953
325,3,Pamela Hays,Wilma@lorem.net,2/22/2017,160-794-1256,6/5/1953,F,1953
326,3,Sandra Andrews,Shaeleigh@mauris.net,2/24/2017,671-876-8210,7/21/1953,F,1953
327,3,Shafira Moss,Len@sociosqu.com,2/26/2017,243-622-5454,9/6/1953,F,1953
328,3,Carla Douglas,Nigel@est.com,2/28/2017,239-263-9162,10/22/1953,F,1953
329,3,Angela Strickland,Alma@id.edu,3/2/2017,978-857-3312,12/8/1953,F,1953
330,3,Chanda Marks,Stewart@consequat.org,3/5/2017,058-713-8690,1/24/1954,F,1954
331,3,Amelia Alvarado,Timon@nec.us,3/7/2017,056-404-4359,3/11/1954,F,1954
332,3,Samantha Riddle,Alvin@purus.net,3/9/2017,114-078-3425,4/27/1954,F,1954
333,3,Chava Guzman,Igor@condimentum.us,3/11/2017,675-302-8631,6/12/1954,F,1954
334,3,Nita Golden,Brynn@hendrerit.org,3/13/2017,719-055-8234,7/29/1954,F,1954
335,3,Zelenia Powell,Denise@faucibus.edu,3/15/2017,197-930-2848,9/14/1954,F,1954
336,3,Aileen Zamora,Declan@dui.com,3/17/2017,182-923-6770,10/30/1954,F,1954
337,3,Dana Curtis,Burton@mus.com,3/19/2017,336-130-4252,12/16/1954,F,1954
338,3,Leslie Acevedo,Yuli@Curae.us,3/21/2017,396-952-2432,1/31/1955,F,1955
339,3,Adena Bradford,Price@venenatis.us,3/23/2017,564-240-9076,3/19/1955,F,1955
340,3,Shannon Mckenzie,Wynter@posuere.net,3/25/2017,282-732-1053,5/5/1955,F,1955
341,3,Katell Dunlap,Sonya@quis.org,3/27/2017,111-197-6166,6/20/1955,F,1955
342,3,Blossom Alford,Boris@molestie.org,3/29/2017,440-720-9943,8/6/1955,F,1955
343,3,Bo Vincent,Aurora@tempor.edu,3/31/2017,155-843-8482,9/21/1955,F,1955
344,3,Avye Koch,Tad@faucibus.us,4/2/2017,977-525-6648,11/7/1955,F,1955
345,3,Barbara Knowles,Magee@aliquam.org,4/5/2017,524-174-8629,12/24/1955,F,1955
346,3,Yuri Nixon,Keegan@morbi.edu,4/7/2017,070-721-0736,2/8/1956,F,1956
347,3,Abra Dotson,Penelope@taciti.org,4/9/2017,659-894-5363,3/26/1956,F,1956
348,3,Whoopi Barrera,Deacon@per.us,4/11/2017,441-523-9048,5/11/1956,F,1956
349,3,Kathleen Langley,Xyla@massa.org,4/13/2017,659-861-9609,6/27/1956,F,1956
350,3,Lucy Kennedy,Kalia@laoreet.com,4/15/2017,431-927-6847,8/13/1956,F,1956
351,3,Hope Fernandez,Baker@justo.net,4/17/2017,343-610-0398,9/28/1956,F,1956
352,3,Ila Goodman,Dante@consequat.com,4/19/2017,739-121-3784,11/14/1956,F,1956
353,3,Penelope Ochoa,Carolyn@lectus.net,4/21/2017,330-949-9264,12/30/1956,F,1956
354,3,Kimberley Larson,Petra@hymenaeos.gov,4/23/2017,182-309-2405,2/15/1957,F,1957
355,3,Rhonda Clayton,Deirdre@condimentum.com,4/25/2017,547-516-4725,4/3/1957,F,1957
356,3,Kalia Drake,Beau@Maecenas.org,4/27/2017,567-912-1942,5/19/1957,F,1957
357,3,Sonia Vaughn,Myra@Donec.com,4/29/2017,804-091-2161,7/5/1957,F,1957
358,3,Kyra Warren,Imani@placerat.org,5/1/2017,703-696-6032,8/20/1957,F,1957
359,3,Nevada Langley,Hanna@magna.net,5/3/2017,291-731-7772,10/6/1957,F,1957
360,3,Giselle Levine,Ishmael@pharetra.gov,5/6/2017,092-528-5807,11/22/1957,F,1957
361,3,Ifeoma Butler,Tyler@luctus.org,5/8/2017,854-385-1287,1/7/1958,F,1958
362,3,Sarah Smith,Petra@et.us,5/10/2017,430-390-1811,2/23/1958,F,1958
363,3,Rowan Woods,Stone@Proin.edu,5/12/2017,769-603-7732,4/10/1958,F,1958
364,3,Xantha Sampson,Savannah@primis.gov,5/14/2017,821-105-7072,5/27/1958,F,1958
365,3,Mary Swanson,Ivory@eu.edu,5/16/2017,783-305-5442,7/13/1958,F,1958
366,3,Eve Delacruz,Naida@id.net,5/18/2017,883-584-0321,8/28/1958,F,1958
367,3,Noelle Salazar,Winifred@mauris.com,5/20/2017,531-429-1760,10/14/1958,F,1958
368,3,Kyra Hampton,Urielle@Nunc.com,5/22/2017,907-531-3069,11/29/1958,F,1958
369,3,Astra Duffy,Abigail@egestas.com,5/24/2017,534-616-4329,1/15/1959,F,1959
370,3,Kameko Knox,Bianca@eget.org,5/26/2017,769-640-0042,3/3/1959,F,1959
371,3,Nevada Ewing,Gregory@nascetur.us,5/28/2017,674-715-8042,4/18/1959,F,1959
372,3,Leigh William,Adena@morbi.org,5/30/2017,394-161-1669,6/4/1959,F,1959
373,3,Eugenia Oconnor,Clare@ad.edu,6/1/2017,725-904-0851,7/20/1959,F,1959
374,3,Audrey Farley,Graham@fringilla.edu,6/3/2017,462-004-9564,9/5/1959,F,1959
375,3,Zelenia Hoffman,Colby@tristique.com,6/6/2017,808-869-9639,10/22/1959,F,1959
376,3,Yael Rich,Gemma@vehicula.org,6/8/2017,762-633-0333,12/7/1959,F,1959
377,3,Cherokee West,Andrew@ornare.com,6/10/2017,592-412-5994,1/23/1960,F,1960
378,3,Zia Gilbert,Burton@nibh.org,6/12/2017,015-632-6747,3/9/1960,F,1960
379,3,Megan Adams,Aquila@ridiculus.net,6/14/2017,188-409-0349,4/25/1960,F,1960
380,3,Deirdre Peterson,Pascale@tortor.net,6/16/2017,837-424-6525,6/11/1960,F,1960
381,3,Charity Harvey,Perry@fermentum.edu,6/18/2017,407-580-6600,7/27/1960,F,1960
382,3,Ciara Rosales,Bethany@nascetur.net,6/20/2017,736-765-8412,9/12/1960,F,1960
383,3,Ariana Howell,Asher@hendrerit.edu,6/22/2017,183-212-8969,10/28/1960,F,1960
384,3,Kylan Hayes,Nell@ornare.edu,6/24/2017,998-034-0664,12/14/1960,F,1960
385,3,Germaine Mitchell,Hop@tempus.gov,6/26/2017,399-990-7145,1/30/1961,F,1961
386,3,Kimberley Vance,Lareina@dictum.gov,6/28/2017,652-834-7981,3/17/1961,F,1961
387,3,Gail Clements,Porter@a.org,6/30/2017,404-679-2554,5/3/1961,F,1961
388,3,Denise Armstrong,Isadora@eleifend.us,7/2/2017,805-724-6813,6/18/1961,F,1961
389,3,Courtney Holden,Preston@suscipit.edu,7/5/2017,789-571-0596,8/4/1961,F,1961
390,3,Tanisha Francis,Savannah@condimentum.org,7/7/2017,792-255-1821,9/20/1961,F,1961
391,3,Anjolie Vargas,Keith@gravida.us,7/9/2017,338-278-3067,11/5/1961,F,1961
392,3,Serena Kane,Raja@accumsan.net,7/11/2017,682-247-2781,12/22/1961,F,1961
393,3,Farrah Hudson,Eric@Proin.org,7/13/2017,545-467-3850,2/6/1962,F,1962
394,3,Imani Juarez,Stephen@Ut.org,7/15/2017,983-776-8983,3/25/1962,F,1962
395,3,Erin Nunez,Cally@venenatis.org,7/17/2017,592-703-3354,5/11/1962,F,1962
396,3,Dai Bennett,Vielka@elementum.com,7/19/2017,499-614-8312,6/26/1962,F,1962
397,3,Buffy Drake,Nasim@penatibus.net,7/21/2017,103-192-4069,8/12/1962,F,1962
398,3,Rhonda Hendrix,Whilemina@Integer.us,7/23/2017,832-989-7707,9/27/1962,F,1962
399,3,Haviva Blanchard,Lysandra@adipiscing.com,7/25/2017,880-584-9921,11/13/1962,F,1962
400,3,Olympia Burns,Moses@Cras.edu,7/27/2017,529-505-2729,12/30/1962,F,1962
401,3,Rhea Wall,Yardley@velit.edu,7/29/2017,712-350-1572,2/14/1963,F,1963
402,3,Sylvia Atkins,Lewis@arcu.gov,7/31/2017,096-351-5369,4/2/1963,F,1963
403,3,Amela Watts,Belle@nibh.net,8/2/2017,682-557-1438,5/18/1963,F,1963
404,3,Maris Williams,Jasper@lacinia.org,8/5/2017,280-484-7631,7/4/1963,F,1963
405,3,Irma Fulton,Charissa@dictum.org,8/7/2017,598-663-3302,8/20/1963,F,1963
406,3,Gemma Rodriguez,Buckminster@semper.gov,8/9/2017,210-322-9268,10/5/1963,F,1963
407,3,Xandra Kim,Lucas@sagittis.gov,8/11/2017,344-473-6312,11/21/1963,F,1963
408,3,Angela Drake,Silas@vulputate.com,8/13/2017,328-277-7321,1/6/1964,F,1964
409,3,Janna Delaney,Seth@vestibulum.com,8/15/2017,048-747-7825,2/22/1964,F,1964
410,3,Vielka Hull,Ray@Donec.edu,8/17/2017,602-997-0035,4/9/1964,F,1964
411,3,Myra Donovan,Rudyard@scelerisque.org,8/19/2017,049-029-2163,5/25/1964,F,1964
412,3,Karyn Bonner,Hashim@euismod.us,8/21/2017,729-646-1949,7/11/1964,F,1964
413,3,Martena Gay,Nicholas@scelerisque.net,8/23/2017,609-427-2295,8/26/1964,F,1964
414,3,McKenzie Burnett,Chelsea@feugiat.org,8/25/2017,079-853-7022,10/12/1964,F,1964
415,3,Nina Adkins,Kato@cursus.us,8/27/2017,768-960-1547,11/28/1964,F,1964
416,3,Kiara Clark,Alisa@varius.com,8/29/2017,802-145-4119,1/13/1965,F,1965
417,3,Hayley Spears,Harriet@magna.edu,8/31/2017,806-379-1972,3/1/1965,F,1965
418,3,Keiko Walls,Theodore@augue.com,9/2/2017,084-428-4672,4/16/1965,F,1965
419,3,Halla Cole,Salvador@Duis.org,9/5/2017,430-854-4973,6/2/1965,F,1965
420,3,Oprah Witt,Roary@Phasellus.edu,9/7/2017,492-079-1187,7/19/1965,F,1965
421,3,Nichole Medina,Carolyn@viverra.org,9/9/2017,754-028-1277,9/3/1965,F,1965
422,3,Samantha Berry,Laith@justo.net,9/11/2017,016-215-0941,10/20/1965,F,1965
423,3,Kylie Hooper,Shellie@Proin.com,9/13/2017,809-903-2967,12/5/1965,F,1965
424,3,Priscilla Madden,Stacy@cursus.us,9/15/2017,649-526-6768,1/21/1966,F,1966
425,3,Savannah Bean,Gemma@sapien.us,9/17/2017,225-169-1316,3/9/1966,F,1966
426,3,Kelsie Rios,Talon@fames.us,9/19/2017,104-518-3834,4/24/1966,F,1966
427,3,Gay Coffey,McKenzie@sem.gov,9/21/2017,660-805-8056,6/10/1966,F,1966
428,3,September Buckner,Ezra@consectetuer.org,9/23/2017,832-816-2799,7/26/1966,F,1966
429,3,Lee Barrett,Jonas@quam.com,9/25/2017,415-261-1740,9/11/1966,F,1966
430,3,Jillian Franco,Bethany@nascetur.org,9/27/2017,664-049-9622,10/28/1966,F,1966
431,3,Jessamine Waller,Asher@facilisis.edu,9/29/2017,844-857-6091,12/13/1966,F,1966
432,3,Nelle Floyd,Alfreda@conubia.edu,10/1/2017,811-322-5713,1/29/1967,F,1967
433,3,Meghan Willis,Acton@Proin.edu,10/3/2017,727-578-9631,3/16/1967,F,1967
434,3,Carla Stevens,Lucian@convallis.org,10/6/2017,842-123-1097,5/2/1967,F,1967
435,3,Buffy Castaneda,Jayme@id.net,10/8/2017,337-999-5649,6/18/1967,F,1967
436,3,Marah Gomez,Kareem@arcu.net,10/10/2017,305-370-8416,8/3/1967,F,1967
437,3,Deborah Myers,Ivor@primis.net,10/12/2017,727-062-2409,9/19/1967,F,1967
438,3,Gay Witt,Dylan@consectetuer.edu,10/14/2017,854-711-7331,11/4/1967,F,1967
439,3,Lael Matthews,Fritz@rutrum.com,10/16/2017,457-657-7509,12/21/1967,F,1967
440,3,Felicia Ramos,Randall@accumsan.us,10/18/2017,273-247-5795,2/6/1968,F,1968
441,3,Yoko Finch,Britanney@et.us,10/20/2017,553-599-0191,3/23/1968,F,1968
442,3,Susan Hart,Lacey@Pellentesque.edu,10/22/2017,870-197-5999,5/9/1968,F,1968
443,3,Georgia Kirby,Kane@condimentum.gov,10/24/2017,619-421-5281,6/24/1968,F,1968
444,3,Scarlet Gill,Kimberley@ac.edu,10/26/2017,264-141-9025,8/10/1968,F,1968
445,3,Maya Moreno,Owen@rutrum.org,10/28/2017,064-641-8434,9/26/1968,F,1968
446,3,Glenna Jennings,Eve@ipsum.gov,10/30/2017,681-175-5936,11/11/1968,F,1968
447,3,Alexa Aguirre,Veronica@molestie.edu,11/1/2017,511-115-1387,12/28/1968,F,1968
448,3,Sandra Ball,Nicholas@est.com,11/3/2017,338-879-0611,2/12/1969,F,1969
449,3,Callie Holmes,Aline@sem.com,11/6/2017,691-223-3821,3/31/1969,F,1969
450,3,Lynn Vance,Derek@Pellentesque.gov,11/8/2017,253-055-7804,5/17/1969,F,1969
451,3,Diana Baird,Rebekah@bibendum.org,11/10/2017,215-020-6026,7/2/1969,F,1969
452,3,Destiny Mcgee,Destiny@magna.edu,11/12/2017,535-822-3389,8/18/1969,F,1969
453,3,Shafira Koch,Shaine@nunc.net,11/14/2017,391-808-7810,10/3/1969,F,1969
454,3,Camille Mcgowan,MacKensie@feugiat.com,11/16/2017,367-601-5927,11/19/1969,F,1969
455,3,Oprah Sears,Orson@parturient.net,11/18/2017,986-092-3846,1/5/1970,F,1970
456,3,Britanney Stuart,Stacy@per.us,11/20/2017,072-964-4264,2/20/1970,F,1970
457,3,Colleen Copeland,Kenneth@nascetur.edu,11/22/2017,550-171-0393,4/8/1970,F,1970
458,3,Mikayla Lambert,Guy@natoque.gov,11/24/2017,501-173-8812,5/24/1970,F,1970
459,3,Macey Washington,Wallace@Vestibulum.com,11/26/2017,475-604-1902,7/10/1970,F,1970
460,3,Carla Miller,Berk@placerat.org,11/28/2017,276-491-8530,8/26/1970,F,1970
461,3,Giselle Ewing,Branden@nisi.org,11/30/2017,674-590-8670,10/11/1970,F,1970
462,3,Hayfa Reid,Cameron@mus.gov,12/2/2017,317-663-8102,11/27/1970,F,1970
463,3,Candice Odonnell,Brady@imperdiet.gov,12/5/2017,362-945-7057,1/12/1971,F,1971
464,3,Molly Cook,Tobias@lobortis.com,12/7/2017,227-333-8634,2/28/1971,F,1971
465,3,Demetria Bates,Kuame@non.org,12/9/2017,918-153-0065,4/16/1971,F,1971
466,3,Stephanie Flores,Walker@Integer.com,12/11/2017,069-385-5506,6/1/1971,F,1971
467,3,Paloma Weeks,Rhoda@metus.com,12/13/2017,219-582-1897,7/18/1971,F,1971
468,3,Linda Perry,Sonia@Phasellus.net,12/15/2017,610-973-3590,9/2/1971,F,1971
469,3,Dacey Donaldson,Russell@magnis.us,12/17/2017,438-172-0889,10/19/1971,F,1971
470,3,Ila Hunt,Rashad@elementum.org,12/19/2017,606-496-9779,12/5/1971,F,1971
471,3,Destiny Finch,Summer@dolor.edu,12/21/2017,540-434-5587,1/20/1972,F,1972
472,3,Keely Hamilton,Mariko@consequat.gov,12/23/2017,403-319-5437,3/7/1972,F,1972
473,3,Ifeoma Tucker,Fuller@pellentesque.org,12/25/2017,480-462-0439,4/22/1972,F,1972
474,3,Iola Rodriquez,Brody@ullamcorper.org,12/27/2017,403-804-7692,6/8/1972,F,1972
475,3,Delilah Strickland,Xavier@nonummy.com,12/29/2017,487-827-5770,7/25/1972,F,1972
476,3,Alexa Hancock,May@Fusce.org,12/31/2017,230-596-2784,9/9/1972,F,1972
477,3,Cecilia Mcfadden,Donna@sapien.edu,1/2/2018,604-632-2873,10/26/1972,F,1972
478,3,Ivana Holland,Vladimir@rutrum.us,1/5/2018,080-248-5135,12/11/1972,F,1972
479,3,Glenna Woodward,Demetria@dis.org,1/7/2018,179-475-7139,1/27/1973,F,1973
480,3,Sigourney Mcdowell,Reed@metus.net,1/9/2018,141-827-3560,3/15/1973,F,1973
481,3,Kirsten Montgomery,Jack@Maecenas.edu,1/11/2018,370-478-7313,4/30/1973,F,1973
482,3,Elizabeth Randall,Kaseem@diam.edu,1/13/2018,063-456-2354,6/16/1973,F,1973
483,3,Wynne Horton,Yael@lobortis.com,1/15/2018,188-868-8635,8/1/1973,F,1973
484,3,Zenaida Sargent,Rachel@elit.edu,1/17/2018,222-349-6271,9/17/1973,F,1973
485,3,Vielka Hanson,Harding@Donec.gov,1/19/2018,145-500-9248,11/3/1973,F,1973
486,3,Eleanor Stephens,Clementine@ullamcorper.us,1/21/2018,028-324-8482,12/19/1973,F,1973
487,3,Amy Combs,Ian@natoque.com,1/23/2018,559-264-8194,2/4/1974,F,1974
488,3,Sierra Rivas,Wayne@tempus.net,1/25/2018,341-149-9026,3/22/1974,F,1974
489,3,Joelle Workman,Perry@nascetur.edu,1/27/2018,108-768-6055,5/8/1974,F,1974
490,3,Cassidy Stein,Rogan@ultricies.net,1/29/2018,534-851-2473,6/24/1974,F,1974
491,3,Jessica Bates,Kasimir@taciti.com,1/31/2018,047-743-7900,8/9/1974,F,1974
492,3,Joelle Cruz,Knox@nibh.gov,2/2/2018,230-639-5075,9/25/1974,F,1974
493,3,Kameko Vaughan,Reagan@facilisis.edu,2/5/2018,624-475-0002,11/10/1974,F,1974
494,3,Ivory Rojas,Calista@quis.org,2/7/2018,958-049-5035,12/27/1974,F,1974
495,3,Rhonda Sears,Abra@ridiculus.org,2/9/2018,455-880-2967,2/12/1975,F,1975
496,3,Violet Singleton,Bert@vulputate.edu,2/11/2018,763-115-2955,3/30/1975,F,1975
497,3,Haviva Hale,Cleo@vitae.com,2/13/2018,803-505-8503,5/16/1975,F,1975
498,3,Mariko Noble,Henry@Curae.com,2/15/2018,909-089-1850,7/1/1975,F,1975
499,3,Mikayla Acevedo,Kylie@nunc.net,2/17/2018,056-353-0091,8/17/1975,F,1975
500,3,Idola Riggs,Jessica@malesuada.net,2/19/2018,988-060-6654,10/3/1975,F,1975
501,3,Lacy Hardy,Drew@fermentum.us,2/21/2018,338-790-4083,11/18/1975,F,1975
502,3,Ella Michael,Gannon@blandit.net,2/23/2018,865-089-6530,1/4/1976,F,1976
503,3,Hayley Sellers,Amir@Cras.net,2/25/2018,489-317-0295,2/19/1976,F,1976
504,3,Laurel Washington,Tarik@felis.us,2/27/2018,690-713-8072,4/6/1976,F,1976
505,3,Miriam Cardenas,Carl@convallis.com,3/1/2018,733-899-4309,5/23/1976,F,1976
506,3,Virginia Knox,Rinah@torquent.us,3/3/2018,990-847-6389,7/8/1976,F,1976
507,3,Haviva Cherry,Harper@montes.us,3/5/2018,377-133-9399,8/24/1976,F,1976
508,3,Mia Hinton,Damon@Class.us,3/8/2018,112-201-0089,10/9/1976,F,1976
509,3,Zelenia Sheppard,Callie@Quisque.gov,3/10/2018,668-243-4212,11/25/1976,F,1976
510,3,Adria Shannon,Otto@Praesent.edu,3/12/2018,414-485-8378,1/11/1977,F,1977
511,3,Erin Christian,Cade@ut.org,3/14/2018,711-861-0253,2/26/1977,F,1977
512,3,Miranda Haynes,Aladdin@mus.us,3/16/2018,369-858-8836,4/14/1977,F,1977
513,3,Molly Wall,Silas@aptent.com,3/18/2018,576-517-9536,5/30/1977,F,1977
514,3,Savannah Bass,Quintessa@lorem.us,3/20/2018,420-022-7159,7/16/1977,F,1977
515,3,Haley Spence,Darryl@risus.edu,3/22/2018,265-939-0297,9/1/1977,F,1977
516,3,Bertha Williamson,Tucker@eleifend.net,3/24/2018,882-828-2223,10/17/1977,F,1977
517,3,Leah Malone,Rachel@nibh.us,3/26/2018,141-532-5963,12/3/1977,F,1977
518,3,Wanda Butler,Patience@eleifend.com,3/28/2018,253-163-2230,1/18/1978,F,1978
519,3,Alexis Valentine,Jolene@dapibus.org,3/30/2018,523-165-2341,3/6/1978,F,1978
520,3,Reagan Mason,Cassidy@quam.edu,4/1/2018,733-621-2211,4/22/1978,F,1978
521,3,Mara Davenport,Keiko@nec.com,4/3/2018,607-028-4620,6/7/1978,F,1978
522,3,Chava Gordon,Dora@congue.net,4/5/2018,589-834-9283,7/24/1978,F,1978
523,3,Jenette Allen,Paki@at.com,4/8/2018,945-706-3166,9/8/1978,F,1978
524,3,Zelenia Davenport,Ora@tristique.net,4/10/2018,274-959-5334,10/25/1978,F,1978
525,3,Fredericka Garner,Paula@ridiculus.us,4/12/2018,231-154-3072,12/11/1978,F,1978
526,3,Jessica May,Judith@dictum.edu,4/14/2018,799-086-7696,1/26/1979,F,1979
527,3,Lara Aguirre,Merritt@aptent.edu,4/16/2018,035-572-4622,3/14/1979,F,1979
528,3,Sage Ferrell,Jarrod@Curae.edu,4/18/2018,447-124-2920,4/29/1979,F,1979
529,3,Pascale Velez,Talon@luctus.edu,4/20/2018,633-332-7412,6/15/1979,F,1979
530,3,Eliana Best,Mark@ornare.org,4/22/2018,726-360-1010,8/1/1979,F,1979
531,3,Hadassah Reyes,Macaulay@parturient.edu,4/24/2018,715-528-8148,9/16/1979,F,1979
532,3,Maggie Emerson,Ferdinand@posuere.gov,4/26/2018,601-073-7567,11/2/1979,F,1979
533,3,Desiree Larson,Kirk@In.us,4/28/2018,376-427-8790,12/18/1979,F,1979
534,3,Latifah Becker,Helen@Integer.org,4/30/2018,649-895-8973,2/3/1980,F,1980
535,3,Alfreda Whitfield,Sybil@litora.com,5/2/2018,280-517-4213,3/21/1980,F,1980
536,3,Linda Barlow,Pamela@mattis.us,5/4/2018,850-847-5175,5/6/1980,F,1980
537,3,Larissa Hansen,Lael@consequat.edu,5/6/2018,779-915-2360,6/22/1980,F,1980
538,3,Kellie Glover,Martin@Lorem.net,5/9/2018,942-466-6471,8/7/1980,F,1980
539,3,Kim Allison,Damian@eros.org,5/11/2018,223-433-9288,9/23/1980,F,1980
540,3,Cherokee Lambert,Barry@massa.edu,5/13/2018,113-524-2265,11/9/1980,F,1980
541,3,Selma Carpenter,Merrill@porta.com,5/15/2018,114-001-5060,12/25/1980,F,1980
542,3,Noelle Winters,Hakeem@eu.edu,5/17/2018,565-859-8943,2/10/1981,F,1981
543,3,Montana Haley,Mason@dictum.us,5/19/2018,795-769-9903,3/28/1981,F,1981
544,3,Amaya Osborne,Xavier@dolor.edu,5/21/2018,036-201-4795,5/14/1981,F,1981
545,3,Rhonda Mcguire,Garth@placerat.com,5/23/2018,294-150-5257,6/30/1981,F,1981
546,3,Jillian Saunders,Carter@ullamcorper.gov,5/25/2018,128-485-2628,8/15/1981,F,1981
547,3,Ora Shields,Otto@sem.com,5/27/2018,447-380-8212,10/1/1981,F,1981
548,3,Raya Sanders,Carla@hymenaeos.edu,5/29/2018,878-481-9768,11/16/1981,F,1981
549,3,Tanisha Robinson,Rudyard@suscipit.com,5/31/2018,832-222-8038,1/2/1982,F,1982
550,3,Mia Jensen,Ira@ante.com,6/2/2018,631-803-0191,2/18/1982,F,1982
551,3,Yetta Simpson,Lara@nostra.com,6/4/2018,745-477-0952,4/5/1982,F,1982
552,3,Meredith Carrillo,Ulric@est.org,6/7/2018,015-818-4557,5/22/1982,F,1982
553,3,Camille Bennett,Ryan@Cras.org,6/9/2018,134-851-9585,7/7/1982,F,1982
554,3,Whilemina Hurley,Amena@accumsan.com,6/11/2018,925-833-0197,8/23/1982,F,1982
555,3,Venus Armstrong,Grady@suscipit.us,6/13/2018,275-011-9087,10/9/1982,F,1982
556,3,Cara Solis,Cynthia@conubia.org,6/15/2018,615-958-2420,11/24/1982,F,1982
557,3,Selma Blackburn,Rebekah@dictum.us,6/17/2018,310-298-0777,1/10/1983,F,1983
558,3,Melissa Johnson,Luke@eget.net,6/19/2018,816-924-9433,2/25/1983,F,1983
559,3,Melodie Moses,Uriel@ad.com,6/21/2018,492-394-5203,4/13/1983,F,1983
